city,zip,state
Lehe,26892,Niedersachsen
Lehesten,07349,Thüringen
Lehesten,07778,Thüringen
Lehmen,56332,Rheinland-Pfalz
Lehmkuhlen,24211,Schleswig-Holstein
Lehmrade,23883,Schleswig-Holstein
Lehnstedt,99441,Thüringen
Lehrberg,91611,Bayern
Lehre,38165,Niedersachsen
Lehrensteinsfeld,74251,Baden-Württemberg
Lehrte,31275,Niedersachsen
Leibertingen,88637,Baden-Württemberg
Leiblfing,94339,Bayern
Leichlingen,42799,Nordrhein-Westfalen
Leidenborn,54619,Rheinland-Pfalz
Leidersbach,63849,Bayern
Leienkaul,56759,Rheinland-Pfalz
Leiferde,38542,Niedersachsen
Leimbach,53518,Rheinland-Pfalz
Leimbach,54673,Rheinland-Pfalz
Leimbach,36433,Thüringen
Leimen,69181,Baden-Württemberg
Leimen,66978,Rheinland-Pfalz
Leimersheim,76774,Rheinland-Pfalz
Leinach,97274,Bayern
Leinburg,91227,Bayern
Leinefelde-Worbis,37327,Thüringen
Leinefelde-Worbis,37339,Thüringen
Leinfelden-Echterdingen,70771,Baden-Württemberg
Leingarten,74211,Baden-Württemberg
Leiningen,56291,Rheinland-Pfalz
Leinsweiler,76829,Rheinland-Pfalz
Leinzell,73575,Baden-Württemberg
Leipheim,89340,Bayern
Leipzig,04103,Sachsen
Leipzig,04105,Sachsen
Leipzig,04107,Sachsen
Leipzig,04109,Sachsen
Leipzig,04129,Sachsen
Leipzig,04155,Sachsen
Leipzig,04157,Sachsen
Leipzig,04158,Sachsen
Leipzig,04159,Sachsen
Leipzig,04177,Sachsen
Leipzig,04178,Sachsen
Leipzig,04179,Sachsen
Leipzig,04205,Sachsen
Leipzig,04207,Sachsen
Leipzig,04209,Sachsen
Leipzig,04229,Sachsen
Leipzig,04249,Sachsen
Leipzig,04275,Sachsen
Leipzig,04277,Sachsen
Leipzig,04279,Sachsen
Leipzig,04288,Sachsen
Leipzig,04289,Sachsen
Leipzig,04299,Sachsen
Leipzig,04315,Sachsen
Leipzig,04316,Sachsen
Leipzig,04317,Sachsen
Leipzig,04318,Sachsen
Leipzig,04319,Sachsen
Leipzig,04328,Sachsen
Leipzig,04329,Sachsen
Leipzig,04347,Sachsen
Leipzig,04349,Sachsen
Leipzig,04356,Sachsen
Leipzig,04357,Sachsen
Leisel,55767,Rheinland-Pfalz
Leisnig,04703,Sachsen
Leitzweiler,55779,Rheinland-Pfalz
Leiwen,54340,Rheinland-Pfalz
Leizen,17209,Mecklenburg-Vorpommern
Lelkendorf,17168,Mecklenburg-Vorpommern
Lemberg,66969,Rheinland-Pfalz
Lembruch,49459,Niedersachsen
Lemförde,49448,Niedersachsen
Lemgo,32657,Nordrhein-Westfalen
Lemgow,29485,Niedersachsen
Lemnitz,07819,Thüringen
Lemwerder,27809,Niedersachsen
Lengdorf,84435,Bayern
Lengede,38268,Niedersachsen
Lengenbostel,27419,Niedersachsen
Lengenfeld,08485,Sachsen
Lengenwang,87663,Bayern
Lengerich,49525,Nordrhein-Westfalen
Lengerich,49838,Niedersachsen
Lengfeld,98660,Thüringen
Lenggries,83661,Bayern
Lenne,37627,Niedersachsen
Lennestadt,57368,Nordrhein-Westfalen
Lenningen,73252,Baden-Württemberg
Lenningen,73266,Baden-Württemberg
Lensahn,23738,Schleswig-Holstein
Lenterode,37318,Thüringen
Lentföhrden,24632,Schleswig-Holstein
Lentföhrden,24640,Schleswig-Holstein
Lenting,85101,Bayern
Lenzen (Elbe),19309,Brandenburg
Lenzerwische,19309,Brandenburg
Lenzkirch,79853,Baden-Württemberg
Leonberg,71229,Baden-Württemberg
Leonberg,95666,Bayern
Leopoldshagen,17375,Mecklenburg-Vorpommern
Leopoldshöhe,33818,Nordrhein-Westfalen
Letschin,15324,Brandenburg
Lettweiler,67823,Rheinland-Pfalz
Leubsdorf,09573,Sachsen
Leubsdorf,53547,Rheinland-Pfalz
Leuchtenberg,92705,Bayern
Leun,35638,Hessen
Leuna,06237,Sachsen-Anhalt
Leupoldsgrün,95191,Bayern
Leutenbach,71397,Baden-Württemberg
Leutenbach,91359,Bayern
Leutenberg,07338,Thüringen
Leuterod,56244,Rheinland-Pfalz
Leutersdorf,02794,Sachsen
Leutersdorf,98617,Thüringen
Leutershausen,91578,Bayern
Leutesdorf,56599,Rheinland-Pfalz
Leutkirch im Allgäu,88299,Baden-Württemberg
Levenhagen,17498,Mecklenburg-Vorpommern
Leverkusen,51371,Nordrhein-Westfalen
Leverkusen,51373,Nordrhein-Westfalen
Leverkusen,51375,Nordrhein-Westfalen
Leverkusen,51377,Nordrhein-Westfalen
Leverkusen,51379,Nordrhein-Westfalen
Leverkusen,51381,Nordrhein-Westfalen
Lewitzrand,19372,Mecklenburg-Vorpommern
Lewitzrand,19374,Mecklenburg-Vorpommern
Lexgaard,25923,Schleswig-Holstein
Lich,35423,Hessen
Lichtenau,33165,Nordrhein-Westfalen
Lichtenau,09244,Sachsen
Lichtenau,91586,Bayern
Lichtenau,77839,Baden-Württemberg
Lichtenberg,95192,Bayern
Lichtenberg,01896,Sachsen
Lichtenberg/Erzgebirge,09638,Sachsen
Lichtenborn,54619,Rheinland-Pfalz
Lichtenfels,35104,Hessen
Lichtenfels,96215,Bayern
Lichtenstein,72805,Baden-Württemberg
Lichtenstein/Sachsen,09350,Sachsen
Lichtentanne,08115,Sachsen
Lichtenwald,73669,Baden-Württemberg
Lichterfeld-Schacksdorf,03238,Brandenburg
Liebenau,34396,Hessen
Liebenau,31618,Niedersachsen
Liebenburg,38704,Niedersachsen
Liebenscheid,56479,Rheinland-Pfalz
Liebenwalde,16559,Brandenburg
Lieberose,15868,Brandenburg
Liebschützberg,04758,Sachsen
Liebshausen,55494,Rheinland-Pfalz
Liebstadt,01825,Sachsen
Liederbach,65835,Hessen
Lieg,56290,Rheinland-Pfalz
Lienen,49536,Nordrhein-Westfalen
Liepe,16248,Brandenburg
Liepgarten,17375,Mecklenburg-Vorpommern
Lierfeld,54597,Rheinland-Pfalz
Lierschied,56357,Rheinland-Pfalz
Liesenich,56858,Rheinland-Pfalz
Lieser,54470,Rheinland-Pfalz
Ließem,54636,Rheinland-Pfalz
Lieth,25770,Schleswig-Holstein
Lietzen,15306,Brandenburg
Lietzow,18528,Mecklenburg-Vorpommern
Lilienthal,28865,Niedersachsen
Limbach,74838,Baden-Württemberg
Limbach,08468,Sachsen
Limbach,08491,Sachsen
Limbach,57629,Rheinland-Pfalz
Limbach,55606,Rheinland-Pfalz
Limbach-Oberfrohna,09212,Sachsen
Limburg a. d. Lahn,65549,Hessen
Limburg a. d. Lahn,65550,Hessen
Limburg a. d. Lahn,65551,Hessen
Limburg a. d. Lahn,65552,Hessen
Limburg a. d. Lahn,65553,Hessen
Limburg a. d. Lahn,65554,Hessen
Limburg a. d. Lahn,65555,Hessen
Limburg a. d. Lahn,65556,Hessen
Limburgerhof,67117,Rheinland-Pfalz
Limeshain,63694,Hessen
Linau,22959,Schleswig-Holstein
Lind,56729,Rheinland-Pfalz
Lind,53506,Rheinland-Pfalz
Linda b. Weida,07580,Thüringen
Lindau,24214,Schleswig-Holstein
Lindau (Bodensee),88131,Bayern
Lindberg,94227,Bayern
Linden,35440,Hessen
Linden,57629,Rheinland-Pfalz
Linden,25791,Schleswig-Holstein
Linden,66851,Rheinland-Pfalz
Linden,67706,Rheinland-Pfalz
Lindenau,01945,Brandenburg
Lindenberg,67473,Rheinland-Pfalz
Lindenberg,17111,Mecklenburg-Vorpommern
Lindenberg im Allgäu,88161,Bayern
Lindendorf,15306,Brandenburg
Lindenfels,64678,Hessen
Lindenkreuz,07589,Thüringen
Lindenschied,55481,Rheinland-Pfalz
Lindern (Oldenburg),49699,Niedersachsen
Lindetal,17349,Mecklenburg-Vorpommern
Lindewerra,37318,Thüringen
Lindewitt,24969,Schleswig-Holstein
Lindholz,18334,Mecklenburg-Vorpommern
Lindhorst,31698,Niedersachsen
Lindig,07768,Thüringen
Lindlar,51789,Nordrhein-Westfalen
Lindow (Mark),16835,Brandenburg
Lindwedel,29690,Niedersachsen
Lingen (Ems),49808,Niedersachsen
Lingen (Ems),49809,Niedersachsen
Lingen (Ems),49811,Niedersachsen
Lingenfeld,67360,Rheinland-Pfalz
Lingerhahn,56291,Rheinland-Pfalz
Linkenbach,56317,Rheinland-Pfalz
Linkenheim-Hochstetten,76351,Baden-Württemberg
Linnich,52441,Nordrhein-Westfalen
Linsburg,31636,Niedersachsen
Linsengericht,63589,Hessen
Linthe,14822,Brandenburg
Linz am Rhein,53545,Rheinland-Pfalz
Linz am Rhein,53560,Rheinland-Pfalz
Lippersdorf-Erdmannsdorf,07646,Thüringen
Lippetal,59510,Nordrhein-Westfalen
Lipporn,56357,Rheinland-Pfalz
Lipprechterode,99752,Thüringen
Lippstadt,59555,Nordrhein-Westfalen
Lippstadt,59556,Nordrhein-Westfalen
Lippstadt,59557,Nordrhein-Westfalen
Lippstadt,59558,Nordrhein-Westfalen
Lirstal,56767,Rheinland-Pfalz
Lisberg,96170,Bayern
Lissendorf,54587,Rheinland-Pfalz
List auf Sylt,25992,Schleswig-Holstein
Litzendorf,96123,Bayern
Löbau,02708,Sachsen
Lobbach,74931,Baden-Württemberg
Löberschütz,07751,Thüringen
Löbichau,04626,Thüringen
Löbnitz,18314,Mecklenburg-Vorpommern
Löbnitz,04509,Sachsen
Löchgau,74369,Baden-Württemberg
Lochum,57629,Rheinland-Pfalz
Löcknitz,17321,Mecklenburg-Vorpommern
Lockstedt,25551,Schleswig-Holstein
Loddin,17459,Mecklenburg-Vorpommern
Lödla,04617,Thüringen
Löf,56332,Rheinland-Pfalz
Loffenau,76597,Baden-Württemberg
Löffingen,79843,Baden-Württemberg
Lohbarbek,25551,Schleswig-Holstein
Lohberg,93470,Bayern
Lohe-Föhrden,24806,Schleswig-Holstein
Lohe-Rickelshof,25746,Schleswig-Holstein
Lohfelden,34253,Hessen
Lohheide,29303,Niedersachsen
Lohkirchen,84494,Bayern
Löhma,07907,Thüringen
Lohmar,53797,Nordrhein-Westfalen
Lohme,18551,Mecklenburg-Vorpommern
Lohmen,01847,Sachsen
Lohmen,18276,Mecklenburg-Vorpommern
Löhnberg,35792,Hessen
Lohne,49393,Niedersachsen
Löhne,32584,Nordrhein-Westfalen
Lohnsfeld,67727,Rheinland-Pfalz
Lohnweiler,67744,Rheinland-Pfalz
Lohra,35102,Hessen
Lohr am Main,97816,Bayern
Lohrheim,65558,Rheinland-Pfalz
Lohsa - Łaz,02999,Sachsen
Loiching,84180,Bayern
Loissin,17509,Mecklenburg-Vorpommern
Loit,24888,Schleswig-Holstein
Loitsche-Heinrichsberg,39326,Sachsen-Anhalt
Loitz,17121,Mecklenburg-Vorpommern
Loitzendorf,94359,Bayern
Lollar,35457,Hessen
Löllbach,67744,Rheinland-Pfalz
Lollschied,56357,Rheinland-Pfalz
Lommatzsch,01623,Sachsen
Longen,54338,Rheinland-Pfalz
Longkamp,54472,Rheinland-Pfalz
Longuich,54340,Rheinland-Pfalz
Löningen,49624,Niedersachsen
Lonnerstadt,91475,Bayern
Lonnig,56295,Rheinland-Pfalz
Lonsee,89173,Baden-Württemberg
Lonsheim,55237,Rheinland-Pfalz
Looft,25582,Schleswig-Holstein
Loop,24644,Schleswig-Holstein
Loose,24366,Schleswig-Holstein
Löptin,24250,Schleswig-Holstein
Lorch,65391,Hessen
Lorch,73547,Baden-Württemberg
Lörrach,79539,Baden-Württemberg
Lörrach,79540,Baden-Württemberg
Lörrach,79541,Baden-Württemberg
Lorsch,64653,Hessen
Lorscheid,54317,Rheinland-Pfalz
Lorup,26901,Niedersachsen
Lörzweiler,55296,Rheinland-Pfalz
Losheim am See,66679,Saarland
Lösnich,54492,Rheinland-Pfalz
Lossatal,04808,Sachsen
Loßburg,72290,Baden-Württemberg
Lößnitz,08294,Sachsen
Lotte,49504,Nordrhein-Westfalen
Lottorf,24878,Schleswig-Holstein
Lottstetten,79807,Baden-Württemberg
Lötzbeuren,56843,Rheinland-Pfalz
Löwenberger Land,16775,Brandenburg
Löwenstedt,25864,Schleswig-Holstein
Löwenstein,74245,Baden-Württemberg
Loxstedt,27612,Niedersachsen
Lübbecke,32312,Nordrhein-Westfalen
Lübbenau/Spreewald,03222,Brandenburg
Lübben (Spreewald),15907,Brandenburg
Lübberstedt,27729,Niedersachsen
Lübberstorf,23992,Mecklenburg-Vorpommern
Lübbow,29488,Niedersachsen
Lübeck,23552,Schleswig-Holstein
Lübeck,23554,Schleswig-Holstein
Lübeck,23556,Schleswig-Holstein
Lübeck,23558,Schleswig-Holstein
Lübeck,23560,Schleswig-Holstein
Lübeck,23562,Schleswig-Holstein
Lübeck,23564,Schleswig-Holstein
Lübeck,23566,Schleswig-Holstein
Lübeck,23568,Schleswig-Holstein
Lübeck,23569,Schleswig-Holstein
Lübeck,23570,Schleswig-Holstein
Lübesse,19077,Mecklenburg-Vorpommern
Lüblow,19288,Mecklenburg-Vorpommern
Lubmin,17509,Mecklenburg-Vorpommern
Lübow,23972,Mecklenburg-Vorpommern
Lübs,17379,Mecklenburg-Vorpommern
Lübstorf,19069,Mecklenburg-Vorpommern
Lübtheen,19249,Mecklenburg-Vorpommern
Lübz,19386,Mecklenburg-Vorpommern
Lüchow,23898,Schleswig-Holstein
Lüchow,29439,Niedersachsen
Lucka,04613,Thüringen
Luckaitztal,03229,Brandenburg
Luckau,15926,Brandenburg
Luckau (Wendland),29487,Niedersachsen
Luckenbach,57629,Rheinland-Pfalz
Lückenburg,54424,Rheinland-Pfalz
Luckenwalde,14943,Brandenburg
Luckow,17375,Mecklenburg-Vorpommern
Lüdenscheid,58507,Nordrhein-Westfalen
Lüdenscheid,58509,Nordrhein-Westfalen
Lüdenscheid,58511,Nordrhein-Westfalen
Lüdenscheid,58513,Nordrhein-Westfalen
Lüdenscheid,58515,Nordrhein-Westfalen
Lüder,29394,Niedersachsen
Lüdersburg,21379,Niedersachsen
Lüdersdorf,23923,Mecklenburg-Vorpommern
Lüdersfeld,31702,Niedersachsen
Lüdershagen,18314,Mecklenburg-Vorpommern
Lüdinghausen,59348,Nordrhein-Westfalen
Ludwigsau,36251,Hessen
Ludwigsburg,71634,Baden-Württemberg
Ludwigsburg,71636,Baden-Württemberg
Ludwigsburg,71638,Baden-Württemberg
Ludwigsburg,71640,Baden-Württemberg
Ludwigsburg,71642,Baden-Württemberg
Ludwigsburg,71672,Baden-Württemberg
Ludwigschorgast,95364,Bayern
Ludwigsfelde,14974,Brandenburg
Ludwigshafen am Rhein,67059,Rheinland-Pfalz
Ludwigshafen am Rhein,67061,Rheinland-Pfalz
Ludwigshafen am Rhein,67063,Rheinland-Pfalz
Ludwigshafen am Rhein,67065,Rheinland-Pfalz
Ludwigshafen am Rhein,67067,Rheinland-Pfalz
Ludwigshafen am Rhein,67069,Rheinland-Pfalz
Ludwigshafen am Rhein,67071,Rheinland-Pfalz
Ludwigshöhe,55278,Rheinland-Pfalz
Ludwigslust,19288,Mecklenburg-Vorpommern
Ludwigsstadt,96337,Bayern
Ludwigswinkel,66996,Rheinland-Pfalz
Lüerdissen,37635,Niedersachsen
Lug,76848,Rheinland-Pfalz
Lugau,09385,Sachsen
Lügde,32676,Nordrhein-Westfalen
Luhden,31711,Niedersachsen
Luhe-Wildenau,92706,Bayern
Luhnstedt,24816,Schleswig-Holstein
Luisenthal,99885,Thüringen
Lülsfeld,97511,Bayern
Lunden,25774,Schleswig-Holstein
Lünebach,54597,Rheinland-Pfalz
Lüneburg,21335,Niedersachsen
Lüneburg,21337,Niedersachsen
Lüneburg,21339,Niedersachsen
Lüneburg,21391,Niedersachsen
Lünen,44532,Nordrhein-Westfalen
Lünen,44534,Nordrhein-Westfalen
Lünen,44536,Nordrhein-Westfalen
Lünne,48480,Niedersachsen
Lunow-Stolzenhagen,16248,Brandenburg
Lunzenau,09328,Sachsen
Lupburg,92331,Bayern
Lürschau,24850,Schleswig-Holstein
Lüssow,18442,Mecklenburg-Vorpommern
Lüssow,18276,Mecklenburg-Vorpommern
Lustadt,67363,Rheinland-Pfalz
Lütau,21483,Schleswig-Holstein
Lütetsburg,26524,Niedersachsen
Lutherstadt Eisleben,06295,Sachsen-Anhalt
Lütjenburg,24321,Schleswig-Holstein
Lütjenholm,25842,Schleswig-Holstein
Lütjensee,22952,Schleswig-Holstein
Lütjenwestedt,25585,Schleswig-Holstein
Lütow,17440,Mecklenburg-Vorpommern
Lutter,37318,Thüringen
Lutter am Barenberge,38729,Niedersachsen
Lutterbek,24235,Schleswig-Holstein
Lüttow-Valluhn,19246,Mecklenburg-Vorpommern
Lütz,56290,Rheinland-Pfalz
Lützelbach,64750,Hessen
Lützen,06686,Sachsen-Anhalt
Lutzerath,56826,Rheinland-Pfalz
Lutzhorn,25355,Schleswig-Holstein
Lutzingen,89440,Bayern
Lützkampen,54617,Rheinland-Pfalz
Lützow,19209,Mecklenburg-Vorpommern
Luxem,56729,Rheinland-Pfalz
Lychen,17279,Brandenburg
Lykershausen,56346,Rheinland-Pfalz
Maasbüll,24975,Schleswig-Holstein
Maasen,27249,Niedersachsen
Maasholm,24404,Schleswig-Holstein
Machern,04827,Sachsen
Macken,56290,Rheinland-Pfalz
Mackenbach,67686,Rheinland-Pfalz
Mackenrode,37318,Thüringen
Mackenrodt,55758,Rheinland-Pfalz
Magdala,99441,Thüringen
Magdeburg,39104,Sachsen-Anhalt
Magdeburg,39106,Sachsen-Anhalt
Magdeburg,39108,Sachsen-Anhalt
Magdeburg,39110,Sachsen-Anhalt
Magdeburg,39112,Sachsen-Anhalt
Magdeburg,39114,Sachsen-Anhalt
Magdeburg,39116,Sachsen-Anhalt
Magdeburg,39118,Sachsen-Anhalt
Magdeburg,39120,Sachsen-Anhalt
Magdeburg,39122,Sachsen-Anhalt
Magdeburg,39124,Sachsen-Anhalt
Magdeburg,39126,Sachsen-Anhalt
Magdeburg,39128,Sachsen-Anhalt
Magdeburg,39130,Sachsen-Anhalt
Magstadt,71106,Baden-Württemberg
Mahlberg,77972,Baden-Württemberg
Mahlstetten,78601,Baden-Württemberg
Mähren,56459,Rheinland-Pfalz
Mähring,95695,Bayern
Maierhöfen,88167,Bayern
Maihingen,86747,Bayern
Maikammer,67487,Rheinland-Pfalz
Mainaschaff,63814,Bayern
Mainbernheim,97350,Bayern
Mainburg,84048,Bayern
Mainhardt,74535,Baden-Württemberg
Mainhausen,63533,Hessen
Mainleus,95336,Bayern
Mainstockheim,97320,Bayern
Maintal,63477,Hessen
Mainz,55116,Rheinland-Pfalz
Mainz,55118,Rheinland-Pfalz
Mainz,55120,Rheinland-Pfalz
Mainz,55122,Rheinland-Pfalz
Mainz,55124,Rheinland-Pfalz
Mainz,55126,Rheinland-Pfalz
Mainz,55127,Rheinland-Pfalz
Mainz,55128,Rheinland-Pfalz
Mainz,55129,Rheinland-Pfalz
Mainz,55130,Rheinland-Pfalz
Mainz,55131,Rheinland-Pfalz
Maisach,82216,Bayern
Maisborn,56291,Rheinland-Pfalz
Maitenbeth,83558,Bayern
Maitzborn,55481,Rheinland-Pfalz
Malberg,57629,Rheinland-Pfalz
Malberg,54655,Rheinland-Pfalz
Malbergweich,54655,Rheinland-Pfalz
Malborn,54426,Rheinland-Pfalz
Malchin,17139,Mecklenburg-Vorpommern
Malching,94094,Bayern
Malchow,17213,Mecklenburg-Vorpommern
Malente,23714,Schleswig-Holstein
Malgersdorf,84333,Bayern
Malk Göhren,19294,Mecklenburg-Vorpommern
Mallersdorf-Pfaffenberg,84066,Bayern
Malliß,19294,Mecklenburg-Vorpommern
Malsburg-Marzell,79429,Baden-Württemberg
Malsch,69254,Baden-Württemberg
Malsch,76316,Baden-Württemberg
Malschwitz - Malešecy,02694,Sachsen
Malsfeld,34323,Hessen
Malterdingen,79364,Baden-Württemberg
Mammelzen,57636,Rheinland-Pfalz
Mammendorf,82291,Bayern
Mamming,94437,Bayern
Manching,85077,Bayern
Mandel,55595,Rheinland-Pfalz
Mandelbachtal,66399,Saarland
Mandern,54429,Rheinland-Pfalz
Manderscheid,54649,Rheinland-Pfalz
Manderscheid,54531,Rheinland-Pfalz
Manhagen,23738,Schleswig-Holstein
Mannebach,56769,Rheinland-Pfalz
Mannebach,54441,Rheinland-Pfalz
Mannheim,68159,Baden-Württemberg
Mannheim,68161,Baden-Württemberg
Mannheim,68163,Baden-Württemberg
Mannheim,68165,Baden-Württemberg
Mannheim,68167,Baden-Württemberg
Mannheim,68169,Baden-Württemberg
Mannheim,68199,Baden-Württemberg
Mannheim,68219,Baden-Württemberg
Mannheim,68229,Baden-Württemberg
Mannheim,68239,Baden-Württemberg
Mannheim,68259,Baden-Württemberg
Mannheim,68305,Baden-Württemberg
Mannheim,68307,Baden-Württemberg
Mannheim,68309,Baden-Württemberg
Mannweiler-Cölln,67822,Rheinland-Pfalz
Mansfeld,06343,Sachsen-Anhalt
Mantel,92708,Bayern
Manubach,55413,Rheinland-Pfalz
Marbach am Neckar,71672,Baden-Württemberg
Marbach am Neckar,71711,Baden-Württemberg
Marburg,35037,Hessen
Marburg,35039,Hessen
Marburg,35041,Hessen
Marburg,35043,Hessen
Marburg,35094,Hessen
March,79232,Baden-Württemberg
Margetshöchheim,97276,Bayern
Mariaposching,94553,Bayern
Marienberg,09496,Sachsen
Marienfels,56357,Rheinland-Pfalz
Marienfließ,16945,Brandenburg
Marienhafe,26529,Niedersachsen
Marienhausen,56269,Rheinland-Pfalz
Marienheide,51709,Nordrhein-Westfalen
Marienmünster,37696,Nordrhein-Westfalen
Marienrachdorf,56242,Rheinland-Pfalz
Mariental,38368,Niedersachsen
Marienwerder,16348,Brandenburg
Maring-Noviand,54484,Rheinland-Pfalz
Marisfeld,98530,Thüringen
Markdorf,88677,Baden-Württemberg
Markersdorf,02829,Sachsen
Markgröningen,71706,Baden-Württemberg
Märkisch Buchholz,15748,Brandenburg
Märkische Heide,15913,Brandenburg
Märkische Höhe,15377,Brandenburg
Märkisch Linden,16818,Brandenburg
Märkisch Luch,14715,Brandenburg
Markkleeberg,04416,Sachsen
Mark Landin,16278,Brandenburg
Marklkofen,84163,Bayern
Marklohe,31608,Niedersachsen
Markneukirchen,08258,Sachsen
Markranstädt,04420,Sachsen
Marktbergel,91613,Bayern
Markt Berolzheim,91801,Bayern
Markt Bibart,91477,Bayern
Marktbreit,97340,Bayern
Markt Einersheim,97348,Bayern
Markt Erlbach,91459,Bayern
Marktgraitz,96257,Bayern
Marktheidenfeld,97828,Bayern
Markt Indersdorf,85229,Bayern
Marktl,84533,Bayern
Marktleugast,95352,Bayern
Marktleuthen,95168,Bayern
Markt Nordheim,91478,Bayern
Marktoberdorf,87616,Bayern
Marktoffingen,86748,Bayern
Marktredwitz,95615,Bayern
Markt Rettenbach,87733,Bayern
Marktrodach,96364,Bayern
Marktschellenberg,83487,Bayern
Marktschorgast,95509,Bayern
Markt Schwaben,85570,Bayern
Marktsteft,97342,Bayern
Markt Taschendorf,91480,Bayern
Markt Wald,86865,Bayern
Marktzeuln,96275,Bayern
Markvippach,99195,Thüringen
Marl,45768,Nordrhein-Westfalen
Marl,45770,Nordrhein-Westfalen
Marl,45772,Nordrhein-Westfalen
Marl,49448,Niedersachsen
Marloffstein,91080,Bayern
Marlow,18337,Mecklenburg-Vorpommern
Marne,25709,Schleswig-Holstein
Marnerdeich,25709,Schleswig-Holstein
Marnheim,67297,Rheinland-Pfalz
Maroldsweisach,96126,Bayern
Marolterode,99994,Thüringen
Maroth,56271,Rheinland-Pfalz
Marpingen,66646,Saarland
Marquartstein,83250,Bayern
Marsberg,34431,Nordrhein-Westfalen
Marschacht,21436,Niedersachsen
Martensrade,24238,Schleswig-Holstein
Martfeld,27327,Niedersachsen
Marth,37318,Thüringen
Martinroda,98693,Thüringen
Martinsheim,97340,Bayern
Martinshöhe,66894,Rheinland-Pfalz
Martinstein,55627,Rheinland-Pfalz
Marxen,21439,Niedersachsen
Marxheim,86688,Bayern
Marxzell,76359,Baden-Württemberg
Marzhausen,57627,Rheinland-Pfalz
Marzling,85417,Bayern
Masburg,56761,Rheinland-Pfalz
Maselheim,88437,Baden-Württemberg
Maßbach,97711,Bayern
Massenbachhausen,74252,Baden-Württemberg
Massen-Niederlausitz,03238,Brandenburg
Massen-Niederlausitz,03246,Brandenburg
Masserberg,98666,Thüringen
Massing,84323,Bayern
Maßweiler,66506,Rheinland-Pfalz
Mastershausen,56869,Rheinland-Pfalz
Masthorn,54597,Rheinland-Pfalz
Matzenbach,66909,Rheinland-Pfalz
Matzerath,54597,Rheinland-Pfalz
Mauchenheim,67294,Rheinland-Pfalz
Mauden,57520,Rheinland-Pfalz
Mauel,54649,Rheinland-Pfalz
Mauer,69256,Baden-Württemberg
Mauern,85419,Bayern
Mauerstetten,87665,Bayern
Maulbronn,75433,Baden-Württemberg
Maulburg,79689,Baden-Württemberg
Mauschbach,66500,Rheinland-Pfalz
Mauth,94151,Bayern
Maxdorf,67133,Rheinland-Pfalz
Maxhütte-Haidhof,93142,Bayern
Maxsain,56244,Rheinland-Pfalz
Mayen,56727,Rheinland-Pfalz
Mayen,56729,Rheinland-Pfalz
Mayschoß,53508,Rheinland-Pfalz
Mechelroda,99441,Thüringen
Mechernich,53894,Nordrhein-Westfalen
Mechow,23909,Schleswig-Holstein
Mechtersen,21358,Niedersachsen
Meckel,54636,Rheinland-Pfalz
Meckenbach,55606,Rheinland-Pfalz
Meckenbach,55767,Rheinland-Pfalz
Meckenbeuren,88074,Baden-Württemberg
Meckenheim,53340,Nordrhein-Westfalen
Meckenheim,67149,Rheinland-Pfalz
Meckesheim,74909,Baden-Württemberg
Medard,67744,Rheinland-Pfalz
Meddersheim,55566,Rheinland-Pfalz
Meddewade,23847,Schleswig-Holstein
Medebach,59964,Nordrhein-Westfalen
Medelby,24994,Schleswig-Holstein
Medlingen,89441,Bayern
Medow,17391,Mecklenburg-Vorpommern
Meeder,96484,Bayern
Meerane,08393,Sachsen
Meerbeck,31715,Niedersachsen
Meerbusch,40667,Nordrhein-Westfalen
Meerbusch,40668,Nordrhein-Westfalen
Meerbusch,40670,Nordrhein-Westfalen
Meerfeld,54531,Rheinland-Pfalz
Meersburg,88709,Baden-Württemberg
Meesiger,17111,Mecklenburg-Vorpommern
Meezen,24594,Schleswig-Holstein
Megesheim,86750,Bayern
Meggerdorf,24799,Schleswig-Holstein
Meggerdorf,24861,Schleswig-Holstein
Mehlbach,67735,Rheinland-Pfalz
Mehlbek,25588,Schleswig-Holstein
Mehlingen,67678,Rheinland-Pfalz
Mehlmeisel,95694,Bayern
Mehmels,98634,Thüringen
Mehna,04626,Thüringen
Mehren,57635,Rheinland-Pfalz
Mehren,54552,Rheinland-Pfalz
Mehring,84561,Bayern
Mehring,54346,Rheinland-Pfalz
Mehrstetten,72537,Baden-Württemberg
Meiersberg,17375,Mecklenburg-Vorpommern
Meinborn,56584,Rheinland-Pfalz
Meine,38527,Niedersachsen
Meinersen,38536,Niedersachsen
Meinerzhagen,58540,Nordrhein-Westfalen
Meineweh,06721,Sachsen-Anhalt
Meinhard,37276,Hessen
Meinheim,91802,Bayern
Meiningen,98617,Thüringen
Meisburg,54570,Rheinland-Pfalz
Meisenheim,55590,Rheinland-Pfalz
Meißen,01662,Sachsen
Meißenheim,77974,Baden-Württemberg
Meißner,37290,Hessen
Meitingen,86405,Bayern
Melbeck,21406,Niedersachsen
Melchow,16230,Brandenburg
Meldorf,25704,Schleswig-Holstein
Melle,49324,Niedersachsen
Melle,49326,Niedersachsen
Melle,49328,Niedersachsen
Mellenthin,17429,Mecklenburg-Vorpommern
Mellingen,99441,Thüringen
Mellinghausen,27249,Niedersachsen
Mellrichstadt,97638,Bayern
Melsbach,56581,Rheinland-Pfalz
Melsdorf,24109,Schleswig-Holstein
